Metric,Average,Std Dev,Min,Max
Train Accuracy H1,1.000000,0.000000,1.000000,1.000000
Train Precision H1,1.000000,0.000000,1.000000,1.000000
Train Recall H1,1.000000,0.000000,1.000000,1.000000
Train F1 H1,1.000000,0.000000,1.000000,1.000000
Train AUC_ROC H1,1.000000,0.000000,1.000000,1.000000
Train AUC_PR H1,1.000000,0.000000,1.000000,1.000000
Train MCC H1,1.000000,0.000000,1.000000,1.000000
Train Brier H1,0.000000,0.000000,0.000000,0.000000
Train LogLoss H1,0.000000,0.000000,0.000000,0.000000
Train Pos_Rate_True H1,0.210541,0.000000,0.210541,0.210541
Train Pos_Rate_Pred H1,0.210541,0.000000,0.210541,0.210541
Train Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Validation Accuracy H1,1.000000,0.000000,1.000000,1.000000
Validation Precision H1,1.000000,0.000000,1.000000,1.000000
Validation Recall H1,1.000000,0.000000,1.000000,1.000000
Validation F1 H1,1.000000,0.000000,1.000000,1.000000
Validation AUC_ROC H1,1.000000,0.000000,1.000000,1.000000
Validation AUC_PR H1,1.000000,0.000000,1.000000,1.000000
Validation MCC H1,1.000000,0.000000,1.000000,1.000000
Validation Brier H1,0.000000,0.000000,0.000000,0.000000
Validation LogLoss H1,0.000000,0.000000,0.000000,0.000000
Validation Pos_Rate_True H1,0.214761,0.000000,0.214761,0.214761
Validation Pos_Rate_Pred H1,0.214761,0.000000,0.214761,0.214761
Validation Uncertainty H1,0.000000,0.000000,0.000000,0.000000
Test Accuracy H1,1.000000,0.000000,1.000000,1.000000
Test Precision H1,1.000000,0.000000,1.000000,1.000000
Test Recall H1,1.000000,0.000000,1.000000,1.000000
Test F1 H1,1.000000,0.000000,1.000000,1.000000
Test AUC_ROC H1,1.000000,0.000000,1.000000,1.000000
Test AUC_PR H1,1.000000,0.000000,1.000000,1.000000
Test MCC H1,1.000000,0.000000,1.000000,1.000000
Test Brier H1,0.000000,0.000000,0.000000,0.000000
Test LogLoss H1,0.000002,0.000000,0.000002,0.000002
Test Pos_Rate_True H1,0.201463,0.000000,0.201463,0.201463
Test Pos_Rate_Pred H1,0.201463,0.000000,0.201463,0.201463
Test Uncertainty H1,0.000000,0.000000,0.000000,0.000000
