DATE_TIME,OPEN,LOW,HIGH,CLOSE
2005-05-04 20:00:00,1.29433,1.29393,1.29503,1.29453
2005-05-04 21:00:00,1.29463,1.29423,1.2954,1.2953
2005-05-04 22:00:00,1.2952,1.2945,1.2953,1.2948
2005-05-04 23:00:00,1.2947,1.2941,1.2952,1.2943
2005-05-05 00:00:00,1.2943,1.2935,1.2945,1.2937
2005-05-05 01:00:00,1.2936,1.293,1.2945,1.2934
2005-05-05 02:00:00,1.2934,1.2933,1.2936,1.2933
2005-05-05 03:00:00,1.2933,1.2933,1.2941,1.2938
2005-05-05 04:00:00,1.2938,1.2938,1.2952,1.2952
2005-05-05 05:00:00,1.2952,1.2947,1.2959,1.2955
2005-05-05 06:00:00,1.2955,1.2951,1.29665,1.29595
2005-05-05 07:00:00,1.29595,1.29565,1.29825,1.29745
2005-05-05 08:00:00,1.29745,1.29695,1.29885,1.29785
2005-05-05 09:00:00,1.29765,1.29595,1.29805,1.29655
2005-05-05 10:00:00,1.29655,1.29545,1.29655,1.2958
2005-05-05 11:00:00,1.2958,1.2953,1.2963,1.29537
2005-05-05 12:00:00,1.29537,1.29507,1.29725,1.2965
2005-05-05 13:00:00,1.2965,1.29425,1.2968,1.29485
2005-05-05 14:00:00,1.29485,1.29363,1.29593,1.29413
2005-05-05 15:00:00,1.29413,1.29263,1.29493,1.29363
2005-05-05 16:00:00,1.29363,1.29333,1.29573,1.29523
2005-05-05 17:00:00,1.29523,1.29303,1.29653,1.29413
2005-05-05 18:00:00,1.29413,1.29403,1.29513,1.29463
2005-05-05 19:00:00,1.29463,1.29463,1.29593,1.29563
2005-05-05 20:00:00,1.29563,1.29513,1.29573,1.29563
2005-05-05 21:00:00,1.29573,1.2954,1.29603,1.2954
2005-05-05 22:00:00,1.2953,1.2949,1.2957,1.2952
2005-05-05 23:00:00,1.2952,1.2945,1.2953,1.2945
2005-05-06 00:00:00,1.2945,1.2934,1.2947,1.2944
2005-05-06 01:00:00,1.2945,1.2938,1.2945,1.2939
2005-05-06 02:00:00,1.2938,1.2932,1.2946,1.2944
2005-05-06 03:00:00,1.2943,1.294,1.2945,1.2942
2005-05-06 04:00:00,1.2943,1.2938,1.2947,1.2939
2005-05-06 05:00:00,1.2939,1.2933,1.2947,1.29403
2005-05-06 06:00:00,1.29393,1.29325,1.29425,1.2939
2005-05-06 07:00:00,1.2939,1.2937,1.29525,1.29506
2005-05-06 08:00:00,1.29506,1.29466,1.2953,1.2952
2005-05-06 09:00:00,1.2952,1.29455,1.2953,1.2952
2005-05-06 10:00:00,1.2952,1.2952,1.2963,1.29575
2005-05-06 11:00:00,1.29565,1.2949,1.29595,1.295
2005-05-06 12:00:00,1.295,1.2857,1.29557,1.28595
2005-05-06 13:00:00,1.28605,1.28375,1.28655,1.2849
2005-05-06 14:00:00,1.2848,1.2843,1.2863,1.28453
2005-05-06 15:00:00,1.28453,1.28103,1.28453,1.28323
2005-05-06 16:00:00,1.28323,1.28303,1.28463,1.28373
2005-05-06 17:00:00,1.28373,1.28313,1.28383,1.28323
2005-05-06 18:00:00,1.28323,1.28153,1.28323,1.28173
2005-05-06 19:00:00,1.28173,1.28163,1.28283,1.2818
2005-05-06 20:00:00,1.2819,1.2811,1.2822,1.2814
2005-05-08 21:00:00,1.28125,1.281,1.2814,1.2811
2005-05-08 22:00:00,1.281,1.2809,1.2814,1.2811
2005-05-08 23:00:00,1.28115,1.2809,1.2818,1.281
2005-05-09 00:00:00,1.2814,1.2813,1.28273,1.28133
2005-05-09 01:00:00,1.28143,1.27983,1.28173,1.28063
2005-05-09 02:00:00,1.28053,1.27923,1.28083,1.28013
2005-05-09 03:00:00,1.28023,1.28013,1.28053,1.28013
2005-05-09 04:00:00,1.28013,1.27893,1.28023,1.27993
2005-05-09 05:00:00,1.28003,1.27923,1.28113,1.2804
2005-05-09 06:00:00,1.2804,1.27926,1.2813,1.28006
2005-05-09 07:00:00,1.28006,1.28006,1.2822,1.28135
2005-05-09 08:00:00,1.28145,1.28105,1.2825,1.2824
2005-05-09 09:00:00,1.2824,1.2824,1.2844,1.284
2005-05-09 10:00:00,1.284,1.28292,1.2841,1.28292
2005-05-09 11:00:00,1.28292,1.2825,1.28312,1.2827
2005-05-09 12:00:00,1.2827,1.28096,1.2828,1.28116
2005-05-09 13:00:00,1.28116,1.2811,1.2831,1.28233
2005-05-09 14:00:00,1.28233,1.28153,1.28343,1.28256
2005-05-09 15:00:00,1.28256,1.28256,1.28433,1.2838
2005-05-09 16:00:00,1.2838,1.2825,1.2838,1.283
2005-05-09 17:00:00,1.283,1.2823,1.2831,1.2823
2005-05-09 18:00:00,1.2823,1.2822,1.284,1.2832
2005-05-09 19:00:00,1.2832,1.283,1.2846,1.2842
2005-05-09 20:00:00,1.2841,1.2841,1.2846,1.2841
2005-05-09 21:00:00,1.2842,1.2841,1.2876,1.2861
2005-05-09 22:00:00,1.286,1.2847,1.2861,1.2852
2005-05-09 23:00:00,1.2852,1.2838,1.2853,1.2845
2005-05-10 00:00:00,1.2845,1.2834,1.2846,1.28405
2005-05-10 01:00:00,1.28405,1.28365,1.28435,1.28425
2005-05-10 02:00:00,1.28425,1.28415,1.28515,1.28475
2005-05-10 03:00:00,1.28475,1.28475,1.2855,1.2853
2005-05-10 04:00:00,1.2854,1.2847,1.2855,1.2849
2005-05-10 05:00:00,1.2848,1.2838,1.2849,1.2842
2005-05-10 06:00:00,1.2842,1.28245,1.2847,1.2836
2005-05-10 07:00:00,1.2835,1.2816,1.2836,1.2826
2005-05-10 08:00:00,1.2825,1.2819,1.285,1.2849
2005-05-10 09:00:00,1.2849,1.2844,1.2856,1.28465
2005-05-10 10:00:00,1.28465,1.284,1.28565,1.28515
2005-05-10 11:00:00,1.28515,1.28515,1.2867,1.286
2005-05-10 12:00:00,1.286,1.28485,1.28675,1.28625
2005-05-10 13:00:00,1.28625,1.28495,1.2871,1.28626
2005-05-10 14:00:00,1.28636,1.28558,1.288,1.28773
2005-05-10 15:00:00,1.28773,1.28606,1.28833,1.28758
2005-05-10 16:00:00,1.28758,1.28666,1.28893,1.28766
2005-05-10 17:00:00,1.28766,1.28716,1.28806,1.28736
2005-05-10 18:00:00,1.28736,1.28666,1.28776,1.28726
2005-05-10 19:00:00,1.28736,1.28653,1.28756,1.28713
2005-05-10 20:00:00,1.28713,1.28683,1.28815,1.28795
2005-05-10 21:00:00,1.28795,1.28755,1.28855,1.28765
2005-05-10 22:00:00,1.28775,1.28745,1.28855,1.28845
2005-05-10 23:00:00,1.28855,1.28765,1.28865,1.28775
2005-05-11 00:00:00,1.28775,1.28745,1.28805,1.28785
2005-05-11 01:00:00,1.28775,1.28745,1.28885,1.28875
2005-05-11 02:00:00,1.28885,1.28665,1.28945,1.28715
2005-05-11 03:00:00,1.28725,1.28655,1.28735,1.28705
2005-05-11 04:00:00,1.28695,1.28615,1.28705,1.28665
2005-05-11 05:00:00,1.28665,1.2863,1.28736,1.28676
2005-05-11 06:00:00,1.28686,1.28646,1.28885,1.28845
2005-05-11 07:00:00,1.28835,1.288,1.28905,1.28895
2005-05-11 08:00:00,1.28895,1.2858,1.29115,1.2885
2005-05-11 09:00:00,1.2885,1.28765,1.28975,1.2882
2005-05-11 10:00:00,1.2882,1.288,1.289,1.28855
2005-05-11 11:00:00,1.28855,1.28795,1.28885,1.28805
2005-05-11 12:00:00,1.28805,1.2795,1.28845,1.2804
2005-05-11 13:00:00,1.2805,1.2784,1.28095,1.2799
2005-05-11 14:00:00,1.2799,1.27766,1.28173,1.28163
2005-05-11 15:00:00,1.28163,1.28008,1.28243,1.28028
2005-05-11 16:00:00,1.28028,1.28018,1.28343,1.28088
2005-05-11 17:00:00,1.28088,1.28028,1.2815,1.2812
2005-05-11 18:00:00,1.2812,1.27888,1.2812,1.27993
2005-05-11 19:00:00,1.27993,1.2795,1.2808,1.2804
2005-05-11 20:00:00,1.2804,1.2803,1.28153,1.28153
2005-05-11 21:00:00,1.28143,1.27983,1.28153,1.28053
2005-05-11 22:00:00,1.28043,1.28003,1.28153,1.28113
2005-05-11 23:00:00,1.28113,1.2801,1.28133,1.2803
2005-05-12 00:00:00,1.2802,1.279,1.2803,1.2794
2005-05-12 01:00:00,1.2793,1.2786,1.2798,1.2792
2005-05-12 02:00:00,1.2791,1.279,1.27995,1.27935
2005-05-12 03:00:00,1.2794,1.27935,1.28065,1.28065
2005-05-12 04:00:00,1.28065,1.27885,1.28075,1.27905
2005-05-12 05:00:00,1.27905,1.27865,1.27965,1.27875
2005-05-12 06:00:00,1.27885,1.27515,1.27935,1.27535
2005-05-12 07:00:00,1.2757,1.2742,1.27665,1.2764
2005-05-12 08:00:00,1.2763,1.2753,1.2769,1.2769
2005-05-12 09:00:00,1.2769,1.2765,1.2776,1.27685
2005-05-12 10:00:00,1.27685,1.27665,1.2776,1.2774
2005-05-12 11:00:00,1.2774,1.2763,1.2776,1.27685
2005-05-12 12:00:00,1.27685,1.26953,1.27725,1.27123
2005-05-12 13:00:00,1.27133,1.27063,1.27233,1.27103
2005-05-12 14:00:00,1.27103,1.26923,1.27153,1.27123
2005-05-12 15:00:00,1.27113,1.27043,1.27213,1.27063
2005-05-12 16:00:00,1.27063,1.27013,1.27133,1.27043
2005-05-12 17:00:00,1.27033,1.27023,1.27143,1.27053
2005-05-12 18:00:00,1.27053,1.26943,1.27123,1.27053
2005-05-12 19:00:00,1.27048,1.26973,1.27073,1.27043
2005-05-12 20:00:00,1.27043,1.26843,1.27043,1.26933
2005-05-12 21:00:00,1.26933,1.2666,1.26958,1.26773
2005-05-12 22:00:00,1.26773,1.26753,1.26873,1.26763
2005-05-12 23:00:00,1.26763,1.26713,1.26825,1.26815
2005-05-13 00:00:00,1.26805,1.26745,1.26865,1.26755
2005-05-13 01:00:00,1.26765,1.26735,1.26835,1.26835
2005-05-13 02:00:00,1.26835,1.26805,1.26865,1.26825
2005-05-13 03:00:00,1.26825,1.26665,1.26835,1.26745
2005-05-13 04:00:00,1.26735,1.26695,1.2678,1.26695
2005-05-13 05:00:00,1.26695,1.26645,1.26755,1.2672
2005-05-13 06:00:00,1.2672,1.2669,1.2687,1.26767
2005-05-13 07:00:00,1.26767,1.26677,1.2683,1.26737
2005-05-13 08:00:00,1.26737,1.26587,1.26797,1.26597
2005-05-13 09:00:00,1.26597,1.2635,1.26689,1.2635
2005-05-13 10:00:00,1.2635,1.26265,1.2644,1.26275
2005-05-13 11:00:00,1.26305,1.26215,1.26345,1.2629
2005-05-13 12:00:00,1.26295,1.26155,1.26375,1.26305
2005-05-13 13:00:00,1.26295,1.26225,1.265,1.26265
2005-05-13 14:00:00,1.26275,1.26205,1.26473,1.26463
2005-05-13 15:00:00,1.26453,1.26263,1.26463,1.26423
2005-05-13 16:00:00,1.26423,1.26233,1.26433,1.26263
2005-05-13 17:00:00,1.26263,1.26233,1.26333,1.26263
2005-05-13 18:00:00,1.26253,1.26173,1.26313,1.26208
2005-05-13 19:00:00,1.26213,1.26093,1.26223,1.2618
2005-05-13 20:00:00,1.2618,1.2616,1.2629,1.2628
2005-05-15 21:00:00,1.2625,1.26165,1.2625,1.26205
2005-05-15 22:00:00,1.26205,1.25895,1.2621,1.25955
2005-05-15 23:00:00,1.25965,1.25765,1.26005,1.25995
2005-05-16 00:00:00,1.26035,1.2593,1.2609,1.2605
2005-05-16 01:00:00,1.2605,1.2601,1.2606,1.2605
2005-05-16 02:00:00,1.2605,1.2598,1.2607,1.2604
2005-05-16 03:00:00,1.2605,1.2601,1.2607,1.2604
2005-05-16 04:00:00,1.2605,1.2597,1.2606,1.2604
2005-05-16 05:00:00,1.2604,1.2602,1.2615,1.26055
2005-05-16 06:00:00,1.26065,1.25815,1.2607,1.2596
2005-05-16 07:00:00,1.2596,1.2585,1.2601,1.2592
2005-05-16 08:00:00,1.2592,1.259,1.2608,1.2606
2005-05-16 09:00:00,1.2606,1.2602,1.2629,1.2613
2005-05-16 10:00:00,1.2613,1.2601,1.2621,1.26025
2005-05-16 11:00:00,1.26025,1.26015,1.26085,1.26075
2005-05-16 12:00:00,1.26075,1.26012,1.26257,1.26042
2005-05-16 13:00:00,1.26042,1.26042,1.2646,1.26356
2005-05-16 14:00:00,1.26356,1.26177,1.26448,1.26226
2005-05-16 15:00:00,1.26216,1.26196,1.264,1.26278
2005-05-16 16:00:00,1.26278,1.26278,1.2643,1.26358
2005-05-16 17:00:00,1.26358,1.26248,1.26398,1.26266
2005-05-16 18:00:00,1.26266,1.26256,1.26416,1.26336
2005-05-16 19:00:00,1.26336,1.26326,1.26376,1.26356
2005-05-16 20:00:00,1.26356,1.26316,1.26506,1.26406
2005-05-16 21:00:00,1.26416,1.26246,1.26426,1.26336
2005-05-16 22:00:00,1.26326,1.26266,1.26416,1.26371
2005-05-16 23:00:00,1.26371,1.26231,1.26371,1.26251
2005-05-17 00:00:00,1.26251,1.26091,1.26261,1.26101
2005-05-17 01:00:00,1.26101,1.26051,1.26171,1.26131
2005-05-17 02:00:00,1.26131,1.26121,1.26301,1.26281
2005-05-17 03:00:00,1.26281,1.26261,1.26351,1.26281
2005-05-17 04:00:00,1.26281,1.26251,1.26321,1.26321
2005-05-17 05:00:00,1.26321,1.2631,1.26498,1.2637
2005-05-17 06:00:00,1.2637,1.26245,1.26385,1.26305
2005-05-17 07:00:00,1.26305,1.26205,1.26345,1.26215
2005-05-17 08:00:00,1.26215,1.26205,1.2663,1.2658
2005-05-17 09:00:00,1.2658,1.2644,1.2659,1.2645
2005-05-17 10:00:00,1.2645,1.26345,1.2651,1.26355
2005-05-17 11:00:00,1.26345,1.26305,1.26415,1.26335
2005-05-17 12:00:00,1.26325,1.26096,1.26405,1.26166
2005-05-17 13:00:00,1.26166,1.26166,1.26381,1.26328
2005-05-17 14:00:00,1.26328,1.26201,1.26363,1.26313
2005-05-17 15:00:00,1.26313,1.26263,1.26453,1.2643
2005-05-17 16:00:00,1.2643,1.26393,1.26473,1.26433
2005-05-17 17:00:00,1.26433,1.26388,1.26458,1.26398
2005-05-17 18:00:00,1.26398,1.26173,1.26518,1.26173
2005-05-17 19:00:00,1.26183,1.25953,1.26243,1.25983
2005-05-17 20:00:00,1.25983,1.25983,1.26063,1.26053
2005-05-17 21:00:00,1.26053,1.25993,1.26113,1.26083
2005-05-17 22:00:00,1.26083,1.25943,1.26083,1.26001
2005-05-17 23:00:00,1.26001,1.25881,1.26031,1.25909
2005-05-18 00:00:00,1.25909,1.25849,1.25989,1.25926
2005-05-18 01:00:00,1.25936,1.25906,1.26081,1.26071
2005-05-18 02:00:00,1.26071,1.26005,1.26125,1.2608
2005-05-18 03:00:00,1.2608,1.26038,1.26123,1.26103
2005-05-18 04:00:00,1.26113,1.2602,1.26135,1.2605
2005-05-18 05:00:00,1.2605,1.2602,1.2613,1.2609
2005-05-18 06:00:00,1.2608,1.2607,1.26271,1.26225
2005-05-18 07:00:00,1.26225,1.2616,1.26265,1.26255
2005-05-18 08:00:00,1.26255,1.26175,1.26295,1.26175
2005-05-18 09:00:00,1.26175,1.2604,1.26185,1.26151
2005-05-18 10:00:00,1.26151,1.26101,1.26161,1.26101
2005-05-18 11:00:00,1.26101,1.26071,1.26265,1.26255
2005-05-18 12:00:00,1.26255,1.26077,1.2659,1.265
2005-05-18 13:00:00,1.2651,1.2608,1.2652,1.26175
2005-05-18 14:00:00,1.26175,1.26165,1.26473,1.26383
2005-05-18 15:00:00,1.26383,1.26323,1.26693,1.26583
2005-05-18 16:00:00,1.26583,1.26463,1.26743,1.26703
2005-05-18 17:00:00,1.26708,1.26653,1.26883,1.26773
2005-05-18 18:00:00,1.26773,1.26713,1.26863,1.26713
2005-05-18 19:00:00,1.26703,1.26703,1.26808,1.26803
2005-05-18 20:00:00,1.26803,1.26763,1.26873,1.26773
2005-05-18 21:00:00,1.26773,1.26703,1.26813,1.26763
2005-05-18 22:00:00,1.26763,1.2671,1.26828,1.26768
2005-05-18 23:00:00,1.26768,1.26695,1.26778,1.26715
2005-05-19 00:00:00,1.26715,1.26695,1.26903,1.26813
2005-05-19 01:00:00,1.26813,1.26733,1.26823,1.26773
2005-05-19 02:00:00,1.26773,1.26753,1.26893,1.26843
2005-05-19 03:00:00,1.26843,1.26733,1.26893,1.26823
2005-05-19 04:00:00,1.26823,1.26723,1.26853,1.26733
2005-05-19 05:00:00,1.26743,1.2666,1.26743,1.267
2005-05-19 06:00:00,1.267,1.267,1.2683,1.26785
2005-05-19 07:00:00,1.26785,1.26595,1.26815,1.26645
2005-05-19 08:00:00,1.26635,1.26545,1.26655,1.26565
2005-05-19 09:00:00,1.26565,1.2643,1.26565,1.26515
2005-05-19 10:00:00,1.26515,1.26425,1.26565,1.26455
2005-05-19 11:00:00,1.26455,1.26315,1.26535,1.26345
2005-05-19 12:00:00,1.26345,1.26253,1.26421,1.26293
2005-05-19 13:00:00,1.26293,1.26153,1.26303,1.26245
2005-05-19 14:00:00,1.26245,1.26133,1.26303,1.26173
2005-05-19 15:00:00,1.26173,1.26173,1.26323,1.26248
2005-05-19 16:00:00,1.26293,1.26033,1.26363,1.26283
2005-05-19 17:00:00,1.26273,1.26273,1.26433,1.26373
2005-05-19 18:00:00,1.26363,1.26243,1.26403,1.26403
2005-05-19 19:00:00,1.26393,1.26293,1.26413,1.26333
2005-05-19 20:00:00,1.26333,1.26313,1.26433,1.26433
2005-05-19 21:00:00,1.26433,1.26333,1.26473,1.26363
2005-05-19 22:00:00,1.26373,1.26255,1.26373,1.26335
2005-05-19 23:00:00,1.26335,1.2628,1.26375,1.2631
2005-05-20 00:00:00,1.2631,1.2628,1.2638,1.2637
2005-05-20 01:00:00,1.26385,1.2636,1.2642,1.2642
2005-05-20 02:00:00,1.2642,1.264,1.26495,1.26455
2005-05-20 03:00:00,1.26455,1.2642,1.26495,1.26435
2005-05-20 04:00:00,1.26435,1.26345,1.26535,1.26365
2005-05-20 05:00:00,1.26375,1.26325,1.26435,1.26405
2005-05-20 06:00:00,1.26405,1.26235,1.26425,1.26335
2005-05-20 07:00:00,1.26335,1.2629,1.26415,1.2635
2005-05-20 08:00:00,1.2636,1.2636,1.265,1.26396
2005-05-20 09:00:00,1.26386,1.26313,1.26413,1.26363
2005-05-20 10:00:00,1.26363,1.26285,1.26375,1.26285
2005-05-20 11:00:00,1.26295,1.26101,1.26295,1.262
2005-05-20 12:00:00,1.262,1.2577,1.2621,1.2581
2005-05-20 13:00:00,1.2582,1.25515,1.2582,1.25535
2005-05-20 14:00:00,1.25535,1.25433,1.25623,1.25453
2005-05-20 15:00:00,1.25463,1.25353,1.25573,1.25513
2005-05-20 16:00:00,1.25523,1.25433,1.25623,1.25503
2005-05-20 17:00:00,1.25493,1.25423,1.25673,1.25513
2005-05-20 18:00:00,1.25508,1.25383,1.25583,1.25543
2005-05-20 19:00:00,1.25543,1.25513,1.25583,1.2555
2005-05-20 20:00:00,1.2555,1.2549,1.256,1.2554
2005-05-22 21:00:00,1.25465,1.25405,1.2548,1.25405
2005-05-22 22:00:00,1.2541,1.2541,1.25505,1.25495
2005-05-22 23:00:00,1.25495,1.25415,1.2552,1.2549
2005-05-23 00:00:00,1.25515,1.255,1.2558,1.2556
2005-05-23 01:00:00,1.2556,1.2556,1.2563,1.2561
2005-05-23 02:00:00,1.2561,1.25565,1.2562,1.25615
2005-05-23 03:00:00,1.25615,1.25605,1.2565,1.2565
2005-05-23 04:00:00,1.25655,1.25575,1.2567,1.25595
2005-05-23 05:00:00,1.2559,1.2553,1.256,1.2557
2005-05-23 06:00:00,1.2557,1.25355,1.2562,1.25385
2005-05-23 07:00:00,1.25385,1.25375,1.2562,1.2559
2005-05-23 08:00:00,1.2559,1.25444,1.256,1.25454
2005-05-23 09:00:00,1.25454,1.25454,1.2553,1.25515
2005-05-23 10:00:00,1.25515,1.25445,1.25605,1.25455
2005-05-23 11:00:00,1.25465,1.25445,1.25565,1.25525
2005-05-23 12:00:00,1.25525,1.25445,1.2564,1.2556
2005-05-23 13:00:00,1.2556,1.25535,1.2579,1.2576
2005-05-23 14:00:00,1.2576,1.2573,1.2597,1.2578
2005-05-23 15:00:00,1.2579,1.25696,1.2583,1.25736
2005-05-23 16:00:00,1.25736,1.25536,1.25736,1.25616
2005-05-23 17:00:00,1.25616,1.25606,1.25836,1.2581
2005-05-23 18:00:00,1.258,1.2574,1.2583,1.2577
2005-05-23 19:00:00,1.2577,1.2575,1.2583,1.2583
2005-05-23 20:00:00,1.2583,1.25771,1.2587,1.25771
2005-05-23 21:00:00,1.25781,1.25671,1.25841,1.25671
2005-05-23 22:00:00,1.25691,1.25678,1.25788,1.25688
2005-05-23 23:00:00,1.25688,1.25668,1.25748,1.25738
2005-05-24 00:00:00,1.25738,1.25691,1.25778,1.25691
2005-05-24 01:00:00,1.25691,1.25561,1.25701,1.25591
2005-05-24 02:00:00,1.25591,1.25581,1.25641,1.25616
2005-05-24 03:00:00,1.25616,1.25616,1.25676,1.25656
2005-05-24 04:00:00,1.25656,1.25636,1.25676,1.25656
2005-05-24 05:00:00,1.25656,1.25646,1.25755,1.25755
2005-05-24 06:00:00,1.25755,1.25745,1.26,1.2594
2005-05-24 07:00:00,1.2594,1.2584,1.2597,1.2596
2005-05-24 08:00:00,1.2596,1.2577,1.2601,1.25801
2005-05-24 09:00:00,1.25791,1.2566,1.2583,1.2579
2005-05-24 10:00:00,1.2579,1.2577,1.26095,1.26025
2005-05-24 11:00:00,1.26025,1.25925,1.26265,1.26255
2005-05-24 12:00:00,1.26265,1.26125,1.26265,1.2614
2005-05-24 13:00:00,1.2614,1.25928,1.2617,1.25938
2005-05-24 14:00:00,1.25923,1.25788,1.26096,1.2583
2005-05-24 15:00:00,1.2583,1.25738,1.25916,1.2586
2005-05-24 16:00:00,1.2586,1.25768,1.2586,1.25778
2005-05-24 17:00:00,1.25778,1.25666,1.2585,1.25688
2005-05-24 18:00:00,1.25688,1.25658,1.25881,1.2588
2005-05-24 19:00:00,1.2588,1.25815,1.2588,1.25845
2005-05-24 20:00:00,1.25845,1.25776,1.25865,1.25833
2005-05-24 21:00:00,1.25833,1.25753,1.25833,1.25753
2005-05-24 22:00:00,1.25753,1.25597,1.25773,1.25647
2005-05-24 23:00:00,1.25647,1.25597,1.25687,1.25617
2005-05-25 00:00:00,1.25617,1.25597,1.25677,1.25617
2005-05-25 01:00:00,1.25617,1.25597,1.25867,1.2585
2005-05-25 02:00:00,1.2586,1.2585,1.2595,1.2595
2005-05-25 03:00:00,1.2595,1.2589,1.2596,1.2592
2005-05-25 04:00:00,1.2592,1.2591,1.2599,1.2599
2005-05-25 05:00:00,1.2598,1.25765,1.2601,1.25815
2005-05-25 06:00:00,1.25815,1.25735,1.25855,1.25815
2005-05-25 07:00:00,1.25825,1.2572,1.2589,1.25762
2005-05-25 08:00:00,1.25762,1.25671,1.25876,1.25765
2005-05-25 09:00:00,1.25765,1.25705,1.25845,1.25715
2005-05-25 10:00:00,1.25715,1.2556,1.25735,1.2556
2005-05-25 11:00:00,1.25575,1.25525,1.25605,1.25595
2005-05-25 12:00:00,1.25595,1.2551,1.2584,1.2582
2005-05-25 13:00:00,1.2582,1.2579,1.26127,1.26082
2005-05-25 14:00:00,1.26072,1.25915,1.26185,1.25938
2005-05-25 15:00:00,1.25938,1.25938,1.2613,1.26005
